id,name,code
13597,Kanpur,20
13598,Delhi,10
13599,Faridabad,11
13600,Surat,45
13601,Nagpur,33
13602,Meerut,29
13603,Bhopal,7
13604,Agra,3
13605,Srinagar,44
13606,Surat,45
13607,Agra,3
13608,Ghaziabad,13
13609,Chennai,8
13610,Patna,38
13611,Faridabad,11
13612,Nagpur,33
13613,Delhi,10
13614,Ludhiana,25
13615,Meerut,29
13616,Hyderabad,16
13617,Ludhiana,25
13618,Ghaziabad,13
13619,Kalyan,19
13620,Surat,45
13621,Kalyan,19
13622,Bangalore,5
13623,Hyderabad,16
13624,Hyderabad,16
13625,Agra,3
13626,Srinagar,44
13627,Meerut,29
13628,Vadodara,48
13629,Patna,38
13630,Ahmedabad,4
13631,Kolkata,23
13632,Chennai,8
13633,Ghaziabad,13
13634,Ludhiana,25
13635,Indore,17
13636,Ludhiana,25
13637,Ahmedabad,4
13638,Ludhiana,25
13639,Ludhiana,25
13640,Thane,46
13641,Vasai-Virar,50
13642,Agra,3
13643,Varanasi,49
13644,Bangalore,5
13645,Meerut,29
13646,Nashik,37
13647,Srinagar,44
13648,Vadodara,48
13649,Nagpur,33
13650,Rajkot,40
13651,Hyderabad,16
13652,Chennai,8
13653,Jaipur,18
13654,Agra,3
13655,Srinagar,44
13656,Bhopal,7
13657,Mumbai,32
13658,Bhopal,7
13659,Visakhapatnam,51
13660,Nashik,37
13661,Rajkot,40
13662,Kalyan,19
13663,Srinagar,44
13664,Faridabad,11
13665,Visakhapatnam,51
13666,Vadodara,48
13667,Visakhapatnam,51
13668,Surat,45
13669,Nagpur,33
13670,Nagpur,33
13671,Srinagar,44
13672,Delhi,10
13673,Ghaziabad,13
13674,Srinagar,44
13675,Chennai,8
13676,Vasai-Virar,50
13677,Visakhapatnam,51
13678,Ghaziabad,13
13679,Chennai,8
13680,Lucknow,24
13681,Kalyan,19
13682,Kalyan,19
13683,Lucknow,24
13684,Patna,38
13685,Srinagar,44
13686,Patna,38
13687,Thane,46
13688,Ahmedabad,4
13689,Pune,39
13690,Ahmedabad,4
13691,Delhi,10
13692,Kalyan,19
13693,Lucknow,24
13694,Ghaziabad,13
13695,Ludhiana,25
13696,Hyderabad,16
13697,Nagpur,33
13698,Surat,45
13699,Indore,17
13700,Kalyan,19
13701,Delhi,10
13702,Thane,46
13703,Vadodara,48
13704,Indore,17
13705,Faridabad,11
13706,Vasai-Virar,50
13707,Visakhapatnam,51
13708,Bangalore,5
13709,Patna,38
13710,Nagpur,33
13711,Chennai,8
13712,Hyderabad,16
13713,Vadodara,48
13714,Agra,3
13715,Thane,46
13716,Rajkot,40
13717,Agra,3
13718,Kolkata,23
13719,Varanasi,49
13720,Hyderabad,16
13721,Ahmedabad,4
13722,Srinagar,44
13723,Indore,17
13724,Thane,46
13725,Pune,39
13726,Ghaziabad,13
13727,Kanpur,20
13728,Chennai,8
13729,Mumbai,32
13730,Bhopal,7
13731,Nagpur,33
13732,Kalyan,19
13733,Rajkot,40
13734,Srinagar,44
13735,Jaipur,18
13736,Surat,45
13737,Agra,3
13738,Indore,17
13739,Vasai-Virar,50
13740,Kanpur,20
13741,Srinagar,44
13742,Meerut,29
13743,Ahmedabad,4
13744,Meerut,29
13745,Hyderabad,16
13746,Indore,17
13747,Thane,46
13748,Bhopal,7
13749,Surat,45
13750,Surat,45
13751,Srinagar,44
13752,Hyderabad,16
13753,Kalyan,19
13754,Srinagar,44
13755,Jaipur,18
13756,Kolkata,23
13757,Srinagar,44
13758,Ahmedabad,4
13759,Surat,45
13760,Indore,17
13761,Pune,39
13762,Hyderabad,16
13763,Kolkata,23
13764,Vadodara,48
13765,Jaipur,18
13766,Jaipur,18
13767,Agra,3
13768,Surat,45
13769,Lucknow,24
13770,Visakhapatnam,51
13771,Jaipur,18
13772,Bhopal,7
13773,Lucknow,24
13774,Kolkata,23
13775,Patna,38
13776,Faridabad,11
13777,Ahmedabad,4
13778,Hyderabad,16
13779,Bhopal,7
13780,Kalyan,19
13781,Faridabad,11
13782,Bangalore,5
13783,Pune,39
13784,Lucknow,24
13785,Jaipur,18
13786,Visakhapatnam,51
13787,Jaipur,18
13788,Kolkata,23
13789,Kolkata,23
13790,Nashik,37
13791,Bangalore,5
13792,Surat,45
13793,Patna,38
13794,Chennai,8
13795,Varanasi,49
13796,Surat,45
13797,Ahmedabad,4
13798,Thane,46
13799,Kanpur,20
13800,Visakhapatnam,51
13801,Agra,3
13802,Chennai,8
13803,Indore,17
13804,Ludhiana,25
13805,Agra,3
13806,Jaipur,18
13807,Chennai,8
13808,Kanpur,20
13809,Agra,3
13810,Chennai,8
13811,Lucknow,24
13812,Bhopal,7
13813,Indore,17
13814,Delhi,10
13815,Thane,46
13816,Vasai-Virar,50
13817,Ludhiana,25
13818,Visakhapatnam,51
13819,Visakhapatnam,51
13820,Jaipur,18
13821,Faridabad,11
13822,Faridabad,11
13823,Chennai,8
13824,Jaipur,18
13825,Kolkata,23
13826,Mumbai,32
13827,Rajkot,40
13828,Varanasi,49
13829,Patna,38
13830,Kalyan,19
13831,Agra,3
13832,Kolkata,23
13833,Vasai-Virar,50
13834,Delhi,10
13835,Visakhapatnam,51
13836,Srinagar,44
13837,Nagpur,33
13838,Ludhiana,25
13839,Agra,3
13840,Delhi,10
13841,Kalyan,19
13842,Kanpur,20
13843,Thane,46
13844,Bhopal,7
13845,Meerut,29
13846,Nagpur,33
13847,Agra,3
13848,Kalyan,19
13849,Kanpur,20
13850,Pune,39
13851,Kolkata,23
13852,Ahmedabad,4
13853,Kolkata,23
13854,Bhopal,7
13855,Kolkata,23
13856,Bangalore,5
13857,Bhopal,7
13858,Nashik,37
13859,Ghaziabad,13
13860,Hyderabad,16
13861,Chennai,8
13862,Patna,38
13863,Pune,39
13864,Surat,45
13865,Lucknow,24
13866,Ghaziabad,13
13867,Srinagar,44
13868,Ghaziabad,13
13869,Bangalore,5
13870,Ahmedabad,4
13871,Ghaziabad,13
13872,Kalyan,19
13873,Indore,17
13874,Kalyan,19
13875,Pune,39
13876,Ludhiana,25
13877,Patna,38
13878,Ahmedabad,4
13879,Hyderabad,16
13880,Visakhapatnam,51
13881,Rajkot,40
13882,Vadodara,48
13883,Srinagar,44
13884,Kalyan,19
13885,Chennai,8
13886,Bangalore,5
13887,Faridabad,11
13888,Visakhapatnam,51
13889,Mumbai,32
13890,Nashik,37
13891,Varanasi,49
13892,Thane,46
13893,Lucknow,24
13894,Ludhiana,25
13895,Pune,39
13896,Pune,39
13897,Ghaziabad,13
13898,Nagpur,33
13899,Reyansh,42
13900,Indore,17
13901,Surat,45
13902,Pune,39
13903,Thane,46
13904,Indore,17
13905,Visakhapatnam,51
13906,Pune,39
13907,Lucknow,24
13908,Varanasi,49
13909,Ahmedabad,4
13910,Agra,3
13911,Kolkata,23
13912,Rajkot,40
13913,Pune,39
13914,Vasai-Virar,50
13915,Bangalore,5
13916,Hyderabad,16
13917,Srinagar,44
13918,Mumbai,32
13919,Bangalore,5
13920,Nashik,37
13921,Patna,38
13922,Thane,46
13923,Indore,17
13924,Hyderabad,16
13925,Vadodara,48
13926,Hyderabad,16
13927,Bhopal,7
13928,Indore,17
13929,Srinagar,44
13930,Hyderabad,16
13931,Ludhiana,25
13932,Agra,3
13933,Bhopal,7
13934,Nagpur,33
13935,Nashik,37
13936,Hyderabad,16
13937,Pune,39
13938,Pune,39
13939,Jaipur,18
13940,Varanasi,49
13941,Kanpur,20
13942,Bhopal,7
13943,Meerut,29
13944,Ghaziabad,13
13945,Faridabad,11
13946,Agra,3
13947,Lucknow,24
13948,Delhi,10
13949,Surat,45
13950,Vasai-Virar,50
13951,Surat,45
13952,Rajkot,40
13953,Agra,3
13954,Thane,46
13955,Meerut,29
13956,Kalyan,19
13957,Indore,17
13958,Srinagar,44
13959,Chennai,8
13960,Thane,46
13961,Ahmedabad,4
13962,Lucknow,24
13963,Ghaziabad,13
13964,Ahmedabad,4
13965,Rajkot,40
13966,Vasai-Virar,50
13967,Thane,46
13968,Ludhiana,25
13969,Vasai-Virar,50
13970,Srinagar,44
13971,Ahmedabad,4
13972,Hyderabad,16
13973,Kolkata,23
13974,Ludhiana,25
13975,Ghaziabad,13
13976,Patna,38
13977,Srinagar,44
13978,Chennai,8
13979,Thane,46
13980,Ahmedabad,4
13981,Mumbai,32
13982,Chennai,8
13983,Hyderabad,16
13984,Agra,3
13985,Bhopal,7
13986,Chennai,8
13987,Agra,3
13988,Meerut,29
13989,Kalyan,19
13990,Kalyan,19
13991,Nashik,37
13992,Thane,46
13993,Lucknow,24
13994,Srinagar,44
13995,Agra,3
13996,Patna,38
13997,Surat,45
13998,Hyderabad,16
13999,Chennai,8
14000,Kolkata,23
14001,Nagpur,33
14002,Bangalore,5
14003,Agra,3
14004,Rajkot,40
14005,Faridabad,11
14006,Patna,38
14007,Meerut,29
14008,Indore,17
14009,Thane,46
14010,Surat,45
14011,Srinagar,44
14012,Ludhiana,25
14013,Indore,17
14014,Meerut,29
14015,Srinagar,44
14016,Ahmedabad,4
14017,Bhopal,7
14018,Bangalore,5
14019,Surat,45
14020,Surat,45
14021,Nashik,37
14022,Ahmedabad,4
14023,Kalyan,19
14024,Patna,38
14025,Patna,38
14026,Meerut,29
14027,Bhopal,7
14028,Mumbai,32
14029,Ahmedabad,4
14030,Ahmedabad,4
14031,Rajkot,40
14032,Srinagar,44
14033,Visakhapatnam,51
14034,Ahmedabad,4
14035,Thane,46
14036,Ghaziabad,13
14037,Hyderabad,16
14038,Ghaziabad,13
14039,Nagpur,33
14040,Pune,39
14041,Kalyan,19
14042,Srinagar,44
14043,Kanpur,20
14044,Bangalore,5
14045,Meerut,29
14046,Indore,17
14047,Srinagar,44
14048,Mumbai,32
14049,Chennai,8
14050,Srinagar,44
14051,Ahmedabad,4
14052,Nagpur,33
14053,Varanasi,49
14054,Pune,39
14055,Agra,3
14056,Rajkot,40
14057,Bhavna,6
14058,Visakhapatnam,51
14059,Thane,46
14060,Delhi,10
14061,Hyderabad,16
14062,Lucknow,24
14063,Kalyan,19
14064,Nagpur,33
14065,Chennai,8
14066,Mumbai,32
14067,Agra,3
14068,Rajkot,40
14069,Vasai-Virar,50
14070,Kalyan,19
14071,Jaipur,18
14072,Faridabad,11
14073,Faridabad,11
14074,Srinagar,44
14075,Kolkata,23
14076,Ludhiana,25
14077,Srinagar,44
14078,Lucknow,24
14079,Hyderabad,16
14080,Nagpur,33
14081,Kolkata,23
14082,Rajkot,40
14083,Pune,39
14084,Lucknow,24
14085,Vasai-Virar,50
14086,Meerut,29
14087,Nagpur,33
14088,Kalyan,19
14089,Chennai,8
14090,Rajkot,40
14091,Ghaziabad,13
14092,Mumbai,32
14093,Surat,45
14094,Meerut,29
14095,Srinagar,44
14096,Delhi,10
14097,Kanpur,20
14098,Visakhapatnam,51
14099,Agra,3
14100,Patna,38
14101,Thane,46
14102,Visakhapatnam,51
14103,Jaipur,18
14104,Lucknow,24
14105,Bangalore,5
14106,Faridabad,11
14107,Meerut,29
14108,Srinagar,44
14109,Ghaziabad,13
14110,Delhi,10
14111,Indore,17
14112,Vadodara,48
14113,Kalyan,19
14114,Meerut,29
14115,Chennai,8
14116,Chennai,8
14117,Ludhiana,25
14118,Kolkata,23
14119,Visakhapatnam,51
14120,Hyderabad,16
14121,Surat,45
14122,Nagpur,33
14123,Mumbai,32
14124,Vasai-Virar,50
14125,Kalyan,19
14126,Hyderabad,16
14127,Agra,3
14128,Hyderabad,16
14129,Srinagar,44
14130,Hyderabad,16
14131,Kanpur,20
14132,Ahmedabad,4
14133,Jaipur,18
14134,Vadodara,48
14135,Ludhiana,25
14136,Varanasi,49
14137,Delhi,10
14138,Thane,46
14139,Srinagar,44
14140,Hyderabad,16
14141,Kolkata,23
14142,Indore,17
14143,Kalyan,19
14144,Patna,38
14145,Ghaziabad,13
14146,Meerut,29
14147,Indore,17
14148,Vadodara,48
14149,Thane,46
14150,Meerut,29
14151,Ludhiana,25
14152,Vasai-Virar,50
14153,Bangalore,5
14154,Lucknow,24
14155,Srinagar,44
14156,Kalyan,19
14157,Lucknow,24
14158,Ludhiana,25
14159,Srinagar,44
14160,Surat,45
14161,Surat,45
14162,Agra,3
14163,Kalyan,19
14164,Thane,46
14165,Hyderabad,16
14166,Ahmedabad,4
14167,Agra,3
14168,Hyderabad,16
14169,Srinagar,44
14170,Patna,38
14171,Kolkata,23
14172,Bhopal,7
14173,Visakhapatnam,51
14174,Vadodara,48
14175,Srinagar,44
14176,Ludhiana,25
14177,Varanasi,49
14178,Bangalore,5
14179,Agra,3
14180,Vasai-Virar,50
14181,Ludhiana,25
14182,Kolkata,23
14183,Agra,3
14184,Agra,3
14185,Vadodara,48
14186,Srinagar,44
14187,Ghaziabad,13
14188,Lucknow,24
14189,Hyderabad,16
14190,Meerut,29
14191,Meerut,29
14192,Rajkot,40
14193,Hyderabad,16
14194,Agra,3
14195,Surat,45
14196,Pune,39
14197,Meerut,29
14198,Nagpur,33
14199,Bangalore,5
14200,Chennai,8
14201,Ludhiana,25
14202,Chennai,8
14203,Bangalore,5
14204,Srinagar,44
14205,Delhi,10
14206,Surat,45
14207,Chennai,8
14208,Thane,46
14209,Nagpur,33
14210,Srinagar,44
14211,Delhi,10
14212,Delhi,10
14213,Vasai-Virar,50
14214,Bangalore,5
14215,Kolkata,23
14216,Nagpur,33
14217,Pune,39
14218,Nashik,37
14219,Agra,3
14220,Lucknow,24
14221,Bangalore,5
14222,Ahmedabad,4
14223,Ludhiana,25
14224,Delhi,10
14225,Jaipur,18
14226,Lucknow,24
14227,Delhi,10
14228,Ludhiana,25
14229,Srinagar,44
14230,Surat,45
14231,Thane,46
14232,Ludhiana,25
14233,Kalyan,19
14234,Rajkot,40
14235,Visakhapatnam,51
14236,Bhopal,7
14237,Pune,39
14238,Meerut,29
14239,Kolkata,23
14240,Kalyan,19
14241,Chennai,8
14242,Hyderabad,16
14243,Hyderabad,16
14244,Varanasi,49
14245,Hyderabad,16
14246,Mumbai,32
14247,Lucknow,24
14248,Srinagar,44
14249,Vasai-Virar,50
14250,Patna,38
14251,Vasai-Virar,50
14252,Kalyan,19
14253,Chennai,8
14254,Rajkot,40
14255,Ghaziabad,13
14256,Srinagar,44
14257,Bangalore,5
14258,Pune,39
14259,Kalyan,19
14260,Kanpur,20
14261,Vasai-Virar,50
14262,Lucknow,24
14263,Agra,3
14264,Visakhapatnam,51
14265,Srinagar,44
14266,Srinagar,44
14267,Indore,17
14268,Kalyan,19
14269,Nashik,37
14270,Ahmedabad,4
14271,Kalyan,19
14272,Srinagar,44
14273,Bangalore,5
14274,Kolkata,23
14275,Surat,45
14276,Lucknow,24
14277,Hyderabad,16
14278,Jaipur,18
14279,Agra,3
14280,Kanpur,20
14281,Vasai-Virar,50
14282,Indore,17
14283,Rajkot,40
14284,Chennai,8
14285,Kalyan,19
14286,Meerut,29
14287,Nashik,37
14288,Ludhiana,25
14289,Mumbai,32
14290,Ghaziabad,13
14291,Bhopal,7
14292,Kalyan,19
14293,Nagpur,33
14294,Ahmedabad,4
14295,Lucknow,24
14296,Ludhiana,25
14297,Kalyan,19
14298,Rajkot,40
14299,Kanpur,20
14300,Bangalore,5
14301,Pune,39
14302,Agra,3
14303,Kalyan,19
14304,Bhopal,7
14305,Kolkata,23
14306,Ghaziabad,13
14307,Patna,38
14308,Thane,46
14309,Surat,45
14310,Surat,45
14311,Thane,46
14312,Varanasi,49
14313,Chennai,8
14314,Kolkata,23
14315,Mumbai,32
14316,Thane,46
14317,Pune,39
14318,Kalyan,19
14319,Vasai-Virar,50
14320,Kanpur,20
14321,Lucknow,24
14322,Bhopal,7
14323,Ludhiana,25
14324,Patna,38
14325,Varanasi,49
14326,Surat,45
14327,Nashik,37
14328,Meerut,29
14329,Patna,38
14330,Kolkata,23
14331,Hyderabad,16
14332,Bhopal,7
14333,Srinagar,44
14334,Rajkot,40
14335,Bangalore,5
14336,Rajkot,40
14337,Varanasi,49
14338,Delhi,10
14339,Ahmedabad,4
14340,Mumbai,32
14341,Thane,46
14342,Chennai,8
14343,Vasai-Virar,50
14344,Agra,3
14345,Hyderabad,16
14346,Vadodara,48
14347,Surat,45
14348,Chennai,8
14349,Kalyan,19
14350,Agra,3
14351,Meerut,29
14352,Hyderabad,16
14353,Bangalore,5
14354,Ghaziabad,13
14355,Meerut,29
14356,Rajkot,40
14357,Ludhiana,25
14358,Thane,46
14359,Kalyan,19
14360,Pune,39
14361,Bhopal,7
14362,Rajkot,40
14363,Varanasi,49
14364,Kalyan,19
14365,Kolkata,23
14366,Agra,3
14367,Ahmedabad,4
14368,Chennai,8
14369,Mumbai,32
14370,Srinagar,44
14371,Kanpur,20
14372,Kolkata,23
14373,Lucknow,24
14374,Meerut,29
14375,Vasai-Virar,50
14376,Chennai,8
14377,Srinagar,44
14378,Ghaziabad,13
14379,Vadodara,48
14380,Hyderabad,16
14381,Patna,38
14382,Ahmedabad,4
14383,Indore,17
14384,Kalyan,19
14385,Kanpur,20
14386,Ahmedabad,4
14387,Rajkot,40
14388,Delhi,10
14389,Ludhiana,25
14390,Visakhapatnam,51
14391,Mumbai,32
14392,Jaipur,18
14393,Indore,17
14394,Pune,39
14395,Kolkata,23
14396,Patna,38
14397,Thane,46
14398,Srinagar,44
14399,Nagpur,33
14400,Rajkot,40
14401,Indore,17
14402,Ahmedabad,4
14403,Kanpur,20
14404,Kolkata,23
14405,Visakhapatnam,51
14406,Hyderabad,16
14407,Ludhiana,25
14408,Patna,38
14409,Jaipur,18
14410,Jaipur,18
14411,Vasai-Virar,50
14412,Kalyan,19
14413,Vasai-Virar,50
14414,Surat,45
14415,Indore,17
14416,Chennai,8
14417,Lucknow,24
14418,Lucknow,24
14419,Agra,3
14420,Agra,3
14421,Nagpur,33
14422,Srinagar,44
14423,Kalyan,19
14424,Lucknow,24
14425,Hyderabad,16
14426,Vadodara,48
14427,Rajkot,40
14428,Srinagar,44
14429,Meerut,29
14430,Bhopal,7
14431,Vasai-Virar,50
14432,Jaipur,18
14433,Srinagar,44
14434,Nagpur,33
14435,Visakhapatnam,51
14436,Agra,3
14437,Varanasi,49
14438,Pune,39
14439,Thane,46
14440,Kanpur,20
14441,Visakhapatnam,51
14442,Jaipur,18
14443,Kalyan,19
14444,Hyderabad,16
14445,Agra,3
14446,Hyderabad,16
14447,Patna,38
14448,Kalyan,19
14449,Srinagar,44
14450,Chennai,8
14451,Mumbai,32
14452,Lucknow,24
14453,Pune,39
14454,Jaipur,18
14455,Visakhapatnam,51
14456,Vasai-Virar,50
14457,Ludhiana,25
14458,Patna,38
14459,Ludhiana,25
14460,Kolkata,23
14461,Hyderabad,16
14462,Chennai,8
14463,Bangalore,5
14464,Lucknow,24
14465,Kalyan,19
14466,Kalyan,19
14467,Varanasi,49
14468,Srinagar,44
14469,Vadodara,48
14470,Bangalore,5
14471,Kalyan,19
14472,Visakhapatnam,51
14473,Srinagar,44
14474,Kanpur,20
14475,Vasai-Virar,50
14476,Pune,39
14477,Hyderabad,16
14478,Surat,45
14479,Meerut,29
14480,Pune,39
14481,Pune,39
14482,Varanasi,49
14483,Visakhapatnam,51
14484,Bhopal,7
14485,Kanpur,20
14486,Nagpur,33
14487,Surat,45
14488,Jaipur,18
14489,Kalyan,19
14490,Chennai,8
14491,Kalyan,19
14492,Kanpur,20
14493,Rajkot,40
14494,Lucknow,24
14495,Ludhiana,25
14496,Meerut,29
14497,Nashik,37
14498,Bhopal,7
14499,Kolkata,23
14500,Kalyan,19
14501,Hyderabad,16
14502,Jaipur,18
14503,Kalyan,19
14504,Indore,17
14505,Vadodara,48
14506,Mumbai,32
14507,Ahmedabad,4
14508,Surat,45
14509,Pune,39
14510,Hyderabad,16
14511,Nagpur,33
14512,Surat,45
14513,Kolkata,23
14514,Srinagar,44
14515,Agra,3
14516,Vasai-Virar,50
14517,Meerut,29
14518,Kolkata,23
14519,Jaipur,18
14520,Visakhapatnam,51
14521,Ludhiana,25
14522,Jaipur,18
14523,Chennai,8
14524,Faridabad,11
14525,Patna,38
14526,Kalyan,19
14527,Thane,46
14528,Pune,39
14529,Vasai-Virar,50
14530,Pune,39
14531,Chennai,8
14532,Visakhapatnam,51
14533,Agra,3
14534,Chennai,8
14535,Jaipur,18
14536,Kalyan,19
14537,Nagpur,33
14538,Jaipur,18
14539,Delhi,10
14540,Vasai-Virar,50
14541,Kalyan,19
14542,Thane,46
14543,Patna,38
14544,Hyderabad,16
14545,Bangalore,5
14546,Lucknow,24
14547,Visakhapatnam,51
14548,Visakhapatnam,51
14549,Lucknow,24
14550,Rajkot,40
14551,Rajkot,40
14552,Kolkata,23
14553,Surat,45
14554,Rajkot,40
14555,Vadodara,48
14556,Visakhapatnam,51
14557,Bhopal,7
14558,Kolkata,23
14559,Bangalore,5
14560,Hyderabad,16
14561,Kibara,22
14562,Visakhapatnam,51
14563,Ahmedabad,4
14564,Surat,45
14565,Agra,3
14566,Lucknow,24
14567,Visakhapatnam,51
14568,Thane,46
14569,Kolkata,23
14570,Varanasi,49
14571,Kolkata,23
14572,Lucknow,24
14573,Chennai,8
14574,Mumbai,32
14575,Kanpur,20
14576,Surat,45
14577,Rajkot,40
14578,Ahmedabad,4
14579,Agra,3
14580,Bhopal,7
14581,Agra,3
14582,Ahmedabad,4
14583,Ludhiana,25
14584,Bangalore,5
14585,Agra,3
14586,Visakhapatnam,51
14587,Bhopal,7
14588,Nagpur,33
14589,Srinagar,44
14590,Hyderabad,16
14591,Hyderabad,16
14592,Vadodara,48
14593,Delhi,10
14594,Bhopal,7
14595,Srinagar,44
14596,Jaipur,18
14597,Bangalore,5
14598,Delhi,10
14599,Kanpur,20
14600,Ludhiana,25
14601,Kolkata,23
14602,Surat,45
14603,Jaipur,18
14604,Srinagar,44
14605,Kalyan,19
14606,Agra,3
14607,Bangalore,5
14608,Kalyan,19
14609,Thane,46
14610,Visakhapatnam,51
14611,Pune,39
14612,Kanpur,20
14613,Hyderabad,16
14614,Vasai-Virar,50
14615,Thane,46
14616,Nagpur,33
14617,Surat,45
14618,Surat,45
14619,Nashik,37
14620,Indore,17
14621,Indore,17
14622,Hyderabad,16
14623,Nashik,37
14624,Agra,3
14625,Nagpur,33
14626,Ludhiana,25
14627,Patna,38
14628,Agra,3
14629,Kalyan,19
14630,Kolkata,23
14631,Kalyan,19
14632,Ludhiana,25
14633,Jaipur,18
14634,Ghaziabad,13
14635,Ludhiana,25
14636,Kalyan,19
14637,Surat,45
14638,Rajkot,40
14639,Kolkata,23
14640,Bhopal,7
14641,Varanasi,49
14642,Vasai-Virar,50
14643,Patna,38
14644,Kolkata,23
14645,Vasai-Virar,50
14646,Bhopal,7
14647,Nagpur,33
14648,Kalyan,19
14649,Ghaziabad,13
14650,Delhi,10
14651,Vasai-Virar,50
14652,Pune,39
14653,Kanpur,20
14654,Agra,3
14655,Chennai,8
14656,Ahmedabad,4
14657,Vasai-Virar,50
14658,Jaipur,18
14659,Varanasi,49
14660,Vasai-Virar,50
14661,Jaipur,18
14662,Pune,39
14663,Indore,17
14664,Ghaziabad,13
14665,Bhopal,7
14666,Lucknow,24
14667,Srinagar,44
14668,Vasai-Virar,50
14669,Kanpur,20
14670,Faridabad,11
14671,Ludhiana,25
14672,Chennai,8
14673,Bangalore,5
14674,Srinagar,44
14675,Patna,38
14676,Visakhapatnam,51
14677,Kalyan,19
14678,Bangalore,5
14679,Ahmedabad,4
14680,Indore,17
14681,Surat,45
14682,Vasai-Virar,50
14683,Pune,39
14684,Vasai-Virar,50
14685,Faridabad,11
14686,Pune,39
14687,Kalyan,19
14688,Visakhapatnam,51
14689,Kalyan,19
14690,Surat,45
14691,Kalyan,19
14692,Varanasi,49
14693,Kolkata,23
14694,Delhi,10
14695,Pune,39
14696,Kolkata,23
14697,Vasai-Virar,50
14698,Kanpur,20
14699,Chennai,8
14700,Jaipur,18
14701,Lucknow,24
14702,Kalyan,19
14703,Kolkata,23
14704,Bhopal,7
14705,Thane,46
14706,Kanpur,20
14707,Indore,17
14708,Agra,3
14709,Patna,38
14710,Surat,45
14711,Visakhapatnam,51
14712,Pune,39
14713,Nagpur,33
14714,Vasai-Virar,50
14715,Thane,46
14716,Srinagar,44
14717,Rajkot,40
14718,Lucknow,24
14719,Kanpur,20
14720,Patna,38
14721,Chennai,8
14722,Delhi,10
14723,Kanpur,20
14724,Bangalore,5
14725,Nagpur,33
14726,Bhopal,7
14727,Srinagar,44
14728,Surat,45
14729,Bangalore,5
14730,Faridabad,11
14731,Vasai-Virar,50
14732,Meerut,29
14733,Vasai-Virar,50
14734,Srinagar,44
14735,Vadodara,48
14736,Bangalore,5
14737,Bangalore,5
14738,Thane,46
14739,Patna,38
14740,Varanasi,49
14741,Nagpur,33
14742,Lucknow,24
14743,Nagpur,33
14744,Lucknow,24
14745,Meerut,29
14746,Pune,39
14747,Kanpur,20
14748,Ahmedabad,4
14749,Ghaziabad,13
14750,Meerut,29
14751,Kanpur,20
14752,Varanasi,49
14753,Hyderabad,16
14754,Srinagar,44
14755,Varanasi,49
14756,Agra,3
14757,Jaipur,18
14758,Jaipur,18
14759,Visakhapatnam,51
14760,Ahmedabad,4
14761,Patna,38
14762,Indore,17
14763,Surat,45
14764,Lucknow,24
14765,Mumbai,32
14766,Pune,39
14767,Nagpur,33
14768,Visakhapatnam,51
14769,Kanpur,20
14770,Varanasi,49
14771,Bhopal,7
14772,Ghaziabad,13
14773,Bhopal,7
14774,Vasai-Virar,50
14775,Bangalore,5
14776,Ludhiana,25
14777,Jaipur,18
14778,Ludhiana,25
14779,Meerut,29
14780,Pune,39
14781,Ahmedabad,4
14782,Jaipur,18
14783,Rajkot,40
14784,Hyderabad,16
14785,Nagpur,33
14786,Nagpur,33
14787,Kalyan,19
14788,Kalyan,19
14789,Pune,39
14790,Visakhapatnam,51
14791,Agra,3
14792,Vadodara,48
14793,Delhi,10
14794,Srinagar,44
14795,Kalyan,19
14796,Thane,46
14797,Kalyan,19
14798,Pune,39
14799,Lucknow,24
14800,Kolkata,23
14801,Ahmedabad,4
14802,Delhi,10
14803,Visakhapatnam,51
14804,Kanpur,20
14805,Vadodara,48
14806,Chennai,8
14807,Kalyan,19
14808,Kalyan,19
14809,Ahmedabad,4
14810,Vasai-Virar,50
14811,Bhopal,7
14812,Lucknow,24
14813,Nagpur,33
14814,Kolkata,23
14815,Kalyan,19
14816,Ludhiana,25
14817,Bangalore,5
14818,Rajkot,40
14819,Ludhiana,25
14820,Mumbai,32
14821,Patna,38
14822,Mumbai,32
14823,Patna,38
14824,Vasai-Virar,50
14825,Agra,3
14826,Rajkot,40
14827,Pune,39
14828,Patna,38
14829,Surat,45
14830,Lucknow,24
14831,Bhopal,7
14832,Surat,45
14833,Meerut,29
14834,Kolkata,23
14835,Varanasi,49
14836,Kalyan,19
14837,Patna,38
14838,Lucknow,24
14839,Lucknow,24
14840,Pune,39
14841,Lucknow,24
14842,Kolkata,23
14843,Pune,39
14844,Jaipur,18
14845,Surat,45
14846,Srinagar,44
14847,Meerut,29
14848,Patna,38
14849,Indore,17
14850,Jaipur,18
14851,Jaipur,18
14852,Visakhapatnam,51
14853,Kalyan,19
14854,Lucknow,24
14855,Lucknow,24
14856,Vasai-Virar,50
14857,Patna,38
14858,Varanasi,49
14859,Chennai,8
14860,Delhi,10
14861,Bangalore,5
14862,Nagpur,33
14863,Nagpur,33
14864,Vasai-Virar,50
14865,Visakhapatnam,51
14866,Kalyan,19
14867,Kalyan,19
14868,Srinagar,44
14869,Mumbai,32
14870,Mumbai,32
14871,Ahmedabad,4
14872,Nashik,37
14873,Kolkata,23
14874,Srinagar,44
14875,Ahmedabad,4
14876,Patna,38
14877,Kolkata,23
14878,Bangalore,5
14879,Ghaziabad,13
14880,Kalyan,19
14881,Varanasi,49
